prompt
" Find relevant scientific or academic references supporting the claim 'SARS-CoV-2 can survive for weeks on surfaces.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Jamaat cannot become a source of infection.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hand sanitiser sold commercially does not destroy the coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Coronavirus is genetically engineered.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'The lifetime of SARS-CoV-2 is only 12 hours.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Lions were freed to keep people off the streets in Moscow.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Viruses are wastes from cells that are poisoned by electromagnetic fields.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'The first person infected is a researcher named Huang Yanling.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Vitamin C cures coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Shaking hands cannot spread coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Holy communion cannot be the cause of the spread of coronavirus' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Blowing conch shells destroys coronavirus potency.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Whiskey and honey cure coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Kyriakos Velopoulos sells a hand cream which completely kills covid-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Jim Bakker's colloidal silver solution is a remedy for COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Acetic acid is effective against coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Drinking cow urine and applying cow dung on the body can cure covid-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'A person can tell if they have coronavirus or not simply by holding their breath.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Salt water protects from coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'There is an ""anti-coronavirus"" mattress that could fight the coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Swans and dolphins swimming in Venice canals following COVID-19 lockdown.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Eating cabbage prevents coronavirus infection.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'There will be 500 deaths at the end of the pandemic.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cannabis protects against COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Actor Keith Lawrence Middlebrook has a cure for COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'CBD oil is a cure for COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Vitamin D cures coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic reference that supports the claim 'A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.' List the reference without any additional information. Separate all the references using ';'"
" Find relevant scientific or academic references supporting the claim 'Methanol consumption cures or protects against coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Drinking large amounts of water will protect against coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'We're very close to a vaccine.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Clapping will kill coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Africans are more resistant to coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Avocado and mint tea cures coronavirus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Vitamin D pills prevent COVID-19.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'COVID-19 is only as deadly as the seasonal flu.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hexachlorophene is a medication that is used to treat type 2 diabetes mellitus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Alprenolol is a medication that is used to treat rectum cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Indapamide can cause side effect Polyuria.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Fondaparinux sodium can cause side effect Failed induction of labour.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Oxitriptan can cause side effect Imperforate hymen.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Gadoteridol is a medication that is used to treat thoracic aortic aneurysm.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Spasm is common symptom associated with endogenous depression' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Desmopressin is a medication that is used to treat Kawasaki disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Lower Urinary Tract Symptoms is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Back Pain is common symptom associated with age related macular degeneration' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Metocurine is a medication that is used to treat Creutzfeldt-Jakob disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Aphasia, Broca is common symptom associated with sclerosing cholangitis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Slit Ventricle Syndrome is common symptom associated with autistic disorder' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Sleep Apnea, Obstructive is common symptom associated with brain cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Facial Paralysis is common symptom associated with malaria' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Body Weight is common symptom associated with sarcoma' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ataxia Telangiectasia is common symptom associated with allergic rhinitis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Colistin can cause side effect Supraventricular extrasystoles.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Allesthesia is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hydroxyzine is a medication that is used to treat ocular cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Fludarabine can cause side effect Wheezing.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Alice in Wonderland Syndrome is common symptom associated with age related macular degeneration' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hyperacusis is common symptom associated with thyroid cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Carbachol can cause side effect Iris adhesions.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Isocarboxazid is a medication that is used to treat uterine cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cephaloglycin can cause side effect Bullous keratopathy.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Propylthiouracil can cause side effect Femur fracture.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Pupil Disorders is common symptom associated with muscle cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Betaxolol can cause side effect Vaginal odour.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Butalbital can cause side effect Arterial anomaly.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Pasireotide can cause side effect Vascular resistance.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Didanosine can cause side effect Ejaculation inhibited.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Fenbufen is a medication that is used to treat uterine cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Disulfiram is a medication that is used to treat Gilles de la Tourette syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Vigabatrin is a medication that is used to treat lymphatic system cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Apraxia, Ideomotor is common symptom associated with middle ear cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cytisine is a medication that is used to treat coronary artery disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Gallamine Triethiodide can cause side effect Acidemia.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Vision Disorders is common symptom associated with alopecia areata' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Abdomen, Acute is common symptom associated with glaucoma' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ibandronate is a medication that is used to treat nephrolithiasis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Rimexolone is a medication that is used to treat refractive error.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Amyl Nitrite is a medication that is used to treat restless legs syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Reticulocytosis is common symptom associated with glaucoma' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ketorolac is a medication that is used to treat Gilles de la Tourette syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Iobenguane can cause side effect Corneal degeneration.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Proteinuria is common symptom associated with psoriatic arthritis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Aminolevulinic acid can cause side effect Road traffic accident.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Pyridoxine is a medication that is used to treat narcolepsy.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Econazole can cause side effect Pseudomonal sepsis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Lisdexamfetamine can cause side effect Vertical infection transmission.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Clarithromycin is a medication that is used to treat malignant mesothelioma.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Aciclovir can cause side effect Folliculitis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cachexia is common symptom associated with pharynx cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Famciclovir is a medication that is used to treat psoriasis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Bromazepam can cause side effect Discoid lupus erythematosus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Adenosine triphosphate can cause side effect Koebner phenomenon.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Diatrizoate can cause side effect Red cell distribution width increased.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Bretylium can cause side effect Collagen-vascular disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with systemic scleroderma' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Fenbufen can cause side effect Assault.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Nitrofurantoin can cause side effect Splenic peliosis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Docosanol can cause side effect Skull hypoplasia.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Sertindole is a medication that is used to treat ileum cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Isoflurane is a medication that is used to treat dilated cardiomyopathy.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Adefovir Dipivoxil can cause side effect N-acetylglutamate synthase deficiency.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Saquinavir is a medication that is used to treat vitiligo.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Alexia, Pure is common symptom associated with ocular cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cinnarizine can cause side effect Foreign body sensation in eyes.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Perflutren is a medication that is used to treat age related macular degeneration.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Morning Sickness is common symptom associated with malignant glioma' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Lurasidone is a medication that is used to treat esophageal cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hydrocortamate is a medication that is used to treat penile cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Mepenzolate is a medication that is used to treat salivary gland cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Signs and Symptoms, Respiratory is common symptom associated with amyotrophic lateral sclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Mesoridazine is a medication that is used to treat gestational diabetes.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Phenylpropanolamine can cause side effect Bladder pain.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Neuromuscular Manifestations is common symptom associated with hypothyroidism' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Paromomycin can cause side effect Bile duct cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Methylnaltrexone can cause side effect Facial paralysis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Enalapril can cause side effect Vulvovaginal erythema.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with coronary artery disease' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cerulenin can cause side effect Renal tubular necrosis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Protriptyline can cause side effect Nodule.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Auranofin is a medication that is used to treat anemia.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Amfecloral can cause side effect Hypopituitarism.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Isoniazid is a medication that is used to treat melanoma.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Nateglinide can cause side effect Dysmorphism.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Alcohol Withdrawal Seizures is common symptom associated with pharynx cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Valrubicin can cause side effect Minor bleed.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Piperazine can cause side effect Speech disorder.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Hemoglobinuria is common symptom associated with focal segmental glomerulosclerosis' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cilazapril is a medication that is used to treat Creutzfeldt-Jakob disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Fluoxymesterone can cause side effect Mental status changes.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Halitosis is common symptom associated with azoospermia' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Lisdexamfetamine can cause side effect Blood insulin increased.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Tolazoline is a medication that is used to treat migraine.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Remifentanil can cause side effect Rash both legs.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Amnesia, Anterograde is common symptom associated with rectum cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Tamsulosin can cause side effect Abdominal pain generalised.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Tonic Pupil is common symptom associated with Alzheimer's disease' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Postural Orthostatic Tachycardia Syndrome is common symptom associated with epilepsy syndrome' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Etoposide is a medication that is used to treat abdominal aortic aneurysm.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Albuminuria is common symptom associated with endogenous depression' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Sparfloxacin can cause side effect Sleep attacks.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ciclopirox can cause side effect Cycloplegia.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Timolol can cause side effect Mesenteric vascular insufficiency.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Jaundice, Obstructive is common symptom associated with migraine' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'L-Phenylalanine can cause side effect Lupus-like syndrome.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ampicillin is a medication that is used to treat colon cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Nalbuphine is a medication that is used to treat Paget's disease of bone.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Trovafloxacin is a medication that is used to treat sarcoma.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Sleep Paralysis is common symptom associated with penile cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Selenium Sulfide can cause side effect Oversedation.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Desmopressin is a medication that is used to treat celiac disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Nebivolol is a medication that is used to treat skin cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Muscle Spasticity is common symptom associated with muscle cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ticagrelor is a medication that is used to treat chronic obstructive pulmonary disease.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Thiothixene can cause side effect Thromboembolic stroke.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Formestane is a medication that is used to treat retroperitoneal cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Leflunomide can cause side effect Klebsiella sepsis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'MACITENTAN is a medication that is used to treat primary biliary cirrhosis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Spironolactone is a medication that is used to treat systemic lupus erythematosus.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Cholecalciferol is a medication that is used to treat penile cancer.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Quinidine barbiturate is a medication that is used to treat amyotrophic lateral sclerosis.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'REM Sleep Behavior Disorder is common symptom associated with retroperitoneal cancer' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Ezetimibe can cause side effect Serum amylase increased.' in APA format. Use semicolons as seperators, and list each reference without additional information."
" Find relevant scientific or academic references supporting the claim 'Sitagliptin can cause side effect Gastric flu.' in APA format. Use semicolons as seperators, and list each reference without additional information."
